"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.ID","Gene.symbol","Gene.title"
"331038",331038,4.82416888140366e-06,2.32815447198671e-10,11.4003983452002,13.255975871274,3.27864545454546,"55790","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1"
"44069",44069,3.4024794922496e-05,3.28408811567936e-09,9.80352008424864,10.9651562393422,9.09551818181818,"4056","LTC4S","leukotriene C4 synthase"
"454010",454010,3.40322318759605e-05,4.92720890052997e-09,9.57319321163353,10.6062088337465,85.2261727272727,"5740","PTGIS","prostaglandin I2 (prostacyclin) synthase"
"435101",435101,4.17970889268657e-05,8.16121145216612e-09,9.29164644438764,10.1571082308086,2.22111818181818,"1789","DNMT3B","DNA methyltransferase 3 beta"
"243103",243103,4.17970889268657e-05,1.21028200164661e-08,9.07549608846474,9.80447871121607,11.3164818181818,"122953","JDP2","Jun dimerization protein 2"
"452082",452082,5.88365405410885e-05,2.24475638047134e-08,8.74294147541995,9.24840395923856,14.4300181818182,"316","AOX1","aldehyde oxidase 1"
"331112",331112,5.88365405410885e-05,2.27157147014482e-08,8.73662231190465,9.23767685103201,23.6443636363636,"171024","SYNPO2","synaptopodin 2"
"238087",238087,9.16556609328783e-05,3.98099005065347e-08,8.44112489028275,8.72929099589992,9.53179090909091,"4689","NCF4","neutrophil cytosolic factor 4"
"328054",328054,0.000134162478822377,6.47471062315415e-08,8.18969243117124,8.28620365261608,102.202890909091,"11034","DSTN","destrin, actin depolymerizing factor"
"254010",254010,0.000136928255399559,7.26900636742988e-08,8.13049981898464,8.18047520566234,187.6827,"151887","CCDC80","coiled-coil domain containing 80"
"61017",61017,0.00016385439727501,9.48917893586275e-08,7.99505438215843,7.93650665980939,22.9254454545455,"3075","CFH","complement factor H"
"446051",446051,0.000200485130983013,1.29728173022116e-07,7.83770625453517,7.64951418941977,6.75989090909091,"27086","FOXP1","forkhead box P1"
"103021",103021,0.000200485130983013,1.35456388869368e-07,7.81609453653877,7.60979549530975,5.55287272727273,"3575","IL7R","interleukin 7 receptor"
"279070",279070,0.000216804853632469,1.56945746078231e-07,7.74267762761675,7.47432533876527,31.3832363636364,"11185","INMT","indolethylamine N-methyltransferase"
"226049",226049,0.000229816819988378,1.77456161373198e-07,7.6817136891238,7.36119672758557,90.0044090909091,"11346","SYNPO","synaptopodin"
"198089",198089,0.000251811026291414,2.06591740116502e-07,7.60659818099946,7.22101286671486,2.00286363636364,"5154","PDGFA","platelet derived growth factor subunit A"
"98043",98043,0.000315569925722793,2.74130527629472e-07,7.46781966687996,6.95971173265828,9.55398181818182,"120425","JAML","junction adhesion molecule like"
"79026",79026,0.000446198536611099,4.30672782791466e-07,7.24876847025646,6.54119081053953,16.9184727272727,"23643","LY96","lymphocyte antigen 96"
"415066",415066,0.000446337729625841,4.52347489124206e-07,7.22514563905355,6.49561379818477,8.38359090909091,"83604","TMEM47","transmembrane protein 47"
"50087",50087,0.000496894964725919,5.49358063250041e-07,-7.13201957775665,6.31510296094905,-45.1190636363636,"4072","EPCAM","epithelial cell adhesion molecule"
"345082",345082,0.000496894964725919,5.85492151469237e-07,-7.10160828495292,6.25586671345532,-8.23565454545454,"4488","MSX2","msh homeobox 2"
"144082",144082,0.000496894964725919,5.89819390673807e-07,-7.09809673408366,6.24901765439055,-5.26545454545454,"26996","GPR160","G protein-coupled receptor 160"
"182034",182034,0.000496894964725919,6.34250009073174e-07,7.06350447888461,6.18144674031157,4.53895454545455,"645121","CCNI2","cyclin I family member 2"
"372074",372074,0.000496894964725919,6.34534504530761e-07,7.06329111631352,6.18102939966643,4.7898,"64098","PARVG","parvin gamma"
"308012",308012,0.000496894964725919,6.47467016437422e-07,7.05369480226218,6.16225165926743,6.94493636363637,"858","CAV2","caveolin 2"
"469045",469045,0.000500556624570894,7.13631219681727e-07,-7.00749897468139,6.07166047492279,-17.9945454545454,"222171","PRR15","proline rich 15"
"187072",187072,0.000500556624570894,7.24709171233377e-07,7.0001977130794,6.05731273606404,2.17614545454545,"2303","FOXC2","forkhead box C2"
"144047",144047,0.000552013064848767,8.68949022046319e-07,6.91441533242852,5.88813449767131,7.12854545454545,"8742","TNFSF12","tumor necrosis factor superfamily member 12"
"185086",185086,0.000552013064848767,9.08073821039046e-07,6.89367112648728,5.84705568934757,51.6639636363636,"89872","AQP10","aquaporin 10"
"10070",10070,0.000552013064848767,9.32409500975186e-07,6.88122728482184,5.82238250219036,30.5801909090909,"9590","AKAP12","A-kinase anchoring protein 12"
"481053",481053,0.000571113281109171,9.92233874809621e-07,6.85200448644852,5.76434875030978,16.4155636363636,"11185","INMT","indolethylamine N-methyltransferase"
"73057",73057,0.000592508958614066,1.06046604800391e-06,-6.82081106449608,5.70225961409302,-9.14020909090909,"1908","EDN3","endothelin 3"
"241085",241085,0.000592508958614066,1.12822889971041e-06,6.791812545231,5.64440824083468,22.9343363636364,"7423","VEGFB","vascular endothelial growth factor B"
"375027",375027,0.000592508958614066,1.14378448649016e-06,6.78540873268046,5.63161579037916,17.1482363636364,"55970","GNG12","G protein subunit gamma 12"
"267091",267091,0.000644631721959213,1.30662286194136e-06,6.72329309453135,5.50721367245874,66.5499090909091,"3113","HLA-DPA1","major histocompatibility complex, class II, DP alpha 1"
"427069",427069,0.000665428486953472,1.42852717737236e-06,6.68179841154457,5.42379010334168,4.39664545454546,"284297","SSC5D","scavenger receptor cysteine rich family member with 5 domains"
"130008",130008,0.000665428486953472,1.45445904438113e-06,6.67344216144214,5.40695927108067,4.32408181818182,"1363","CPE","carboxypeptidase E"
"422012",422012,0.000665428486953472,1.47723133052747e-06,6.66622941404144,5.3924233270474,3.29351818181818,"59352","LGR6","leucine rich repeat containing G protein-coupled receptor 6"
"114085",114085,0.000690380115548014,1.56594109506089e-06,6.63918229127293,5.33784644375585,6.87961818181818,"64123","ADGRL4","adhesion G protein-coupled receptor L4"
"128089",128089,0.00072491981284712,1.67926987194931e-06,6.60683417508606,5.27243139104912,4.51064545454546,"23479","ISCU","iron-sulfur cluster assembly enzyme"
"8108",8108,0.000797337867139026,1.88550530813244e-06,-6.55334407845615,5.16392574994971,-88.0333181818182,"2099","ESR1","estrogen receptor 1"
"122077",122077,0.000848247029730906,2.04682937534604e-06,6.51553742098967,5.08698238105768,17.0955272727273,"29015","SLC43A3","solute carrier family 43 member 3"
"355038",355038,0.00095051328376957,2.39465310777575e-06,6.44349498464542,4.93978983521847,2.11067272727273,"79148","MMP28","matrix metallopeptidase 28"
"143030",143030,0.00095051328376957,2.40425703181671e-06,6.44166168812926,4.93603440313425,5.68843636363637,"283298","OLFML1","olfactomedin like 1"
"468001",468001,0.00095051328376957,2.4312149046758e-06,-6.43655558848698,4.92557222676619,-2.77682727272727,"128218","TMEM125","transmembrane protein 125"
"38018",38018,0.000975791134818566,2.57923693208895e-06,6.40951556757616,4.87010613856048,106.5423,"6678","SPARC","secreted protein acidic and cysteine rich"
"481049",481049,0.000975791134818566,2.65761626970218e-06,6.39583572959459,4.84200544459975,291.761736363636,"4256","MGP","matrix Gla protein"
"141077",141077,0.000975791134818566,2.68423795592193e-06,6.391283386058,4.83264824724796,106.086636363636,"3122","HLA-DRA","major histocompatibility complex, class II, DR alpha"
"310102",310102,0.000986519203937785,2.76135870992672e-06,6.37835265296273,4.80605345019206,3.35999090909091,"5199","CFP","complement factor properdin"
"384072",384072,0.00102768758062157,2.92618924070619e-06,6.35191581904214,4.75160661463143,3.64400909090909,"79776","ZFHX4","zinc finger homeobox 4"
"387081",387081,0.00105462830373168,3.05379558051738e-06,6.3324782934381,4.71151181902926,32.4358,"54504","CPVL","carboxypeptidase, vitellogenic like"
"151061",151061,0.00124743282544803,3.7506431635322e-06,6.23917873531192,4.51832002690787,27.8743272727273,"116496","FAM129A","family with sequence similarity 129 member A"
"325106",325106,0.00124743282544803,3.7926870326348e-06,-6.23413272997965,4.50783689952223,-3.98435454545454,"8913","CACNA1G","calcium voltage-gated channel subunit alpha1 G"
