"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.ID","Gene.symbol","Gene.title"
"ILMN_1814823","ILMN_1814823",0.000629830296571354,4.42274802229289e-08,9.11271378654845,-3.18092764699456,16403.2266111111,"2512","FTL","ferritin light chain"
"ILMN_1854469","ILMN_1854469",0.000629830296571354,5.57002252108206e-08,8.97027614404947,-3.19008161353108,2335.02849666667,"80114","BICC1","BicC family RNA binding protein 1"
"ILMN_1795166","ILMN_1795166",0.000675968758182606,8.96708500794967e-08,-8.68086661991851,-3.20970709033401,-792.134443333333,"5745","PTH1R","parathyroid hormone 1 receptor"
"ILMN_1802654","ILMN_1802654",0.00129672442509709,2.29356520026017e-07,8.12766819765505,-3.25144356107873,1940.99115,"83468","GLT8D2","glycosyltransferase 8 domain containing 2"
"ILMN_1706498","ILMN_1706498",0.00177368979616847,3.92148971074169e-07,7.82164387526708,-3.2772010635065,2882.08049888889,"29940","DSE","dermatan sulfate epimerase"
"ILMN_1815908","ILMN_1815908",0.0024578759004935,6.52100614767234e-07,-7.53776786518748,-3.30299625978847,-60.7455077777778,"2996","GYPE","glycophorin E (MNS blood group)"
"ILMN_1742350","ILMN_1742350",0.0029441167749902,9.11289738002717e-07,-7.35415608451358,-3.32073223101459,-4703.73978888889,"1396","CRIP1","cysteine rich protein 1"
"ILMN_1726516","ILMN_1726516",0.00298674508107001,1.05655364353571e-06,-7.27379016707773,-3.32876925982022,-572.71959,"23513","SCRIB","scribbled planar cell polarity protein"
"ILMN_1732197","ILMN_1732197",0.00335213082211593,1.46799888236752e-06,7.09676100248318,-3.3470874740772,349.781178888889,"4330","MN1","MN1 proto-oncogene, transcriptional regulator"
"ILMN_1661361","ILMN_1661361",0.00335213082211593,1.48225992576428e-06,7.09159154841666,-3.34763540900047,362.493563333333,"55841","WWC3","WWC family member 3"
"ILMN_1722294","ILMN_1722294",0.00335457694611,1.63167571997391e-06,7.04034293801912,-3.35310836619844,408.351278888889,"144402","CPNE8","copine 8"
"ILMN_1714691","ILMN_1714691",0.00355905049611489,1.88850789092986e-06,-6.96270151620953,-3.36154315810978,-713.351058888889,"3236","HOXD10","homeobox D10"
"ILMN_1674522","ILMN_1674522",0.00394537066567054,2.26795572203038e-06,-6.86606288138282,-3.37228811864254,-1742.92786888889,"25994","HIGD1A","HIG1 hypoxia inducible domain family member 1A"
"ILMN_1678454","ILMN_1678454",0.00414181753908511,2.6933488113315e-06,6.77593253694176,-3.38256186021036,1395.78497333333,"837","CASP4","caspase 4"
"ILMN_1672553","ILMN_1672553",0.00414181753908511,2.74717059855303e-06,6.76559571245457,-3.38375599081572,44.6254355555555,"29015","SLC43A3","solute carrier family 43 member 3"
"ILMN_1719919","ILMN_1719919",0.00454605955891449,3.21631452322051e-06,-6.68349713941823,-3.39335805874042,-209.441054444444,"90293","KLHL13","kelch like family member 13"
"ILMN_1733875","ILMN_1733875",0.00454648793670276,3.5873106124444e-06,-6.62692986760675,-3.40009756496266,-351.890195555555,"146923","RUNDC1","RUN domain containing 1"
"ILMN_1827736","ILMN_1827736",0.00454648793670276,3.61869479817155e-06,6.62242593404328,-3.40063855867477,1017.57732222222,"5165","PDK3","pyruvate dehydrogenase kinase 3"
"ILMN_1710078","ILMN_1710078",0.00469648187287162,3.98449998750283e-06,-6.57272815294375,-3.40665146216345,-919.281492222222,"57583","TMEM181","transmembrane protein 181"
"ILMN_1663519","ILMN_1663519",0.00469648187287162,4.15342195257273e-06,-6.55135326224895,-3.40926224899179,-1292.20686222222,"57419","SLC24A3","solute carrier family 24 member 3"
"ILMN_1679460","ILMN_1679460",0.00567265894145122,5.60465430580961e-06,6.39801869322832,-3.42843454076777,858.493226666667,"8496","PPFIBP1","PPFIA binding protein 1"
"ILMN_1787190","ILMN_1787190",0.00567265894145122,5.72506271799511e-06,6.38720352156971,-3.42981670992619,108.683813333333,"8828","NRP2","neuropilin 2"
"ILMN_1745806","ILMN_1745806",0.00567265894145122,5.92871432522808e-06,-6.36943629054899,-3.43209603333781,-1918.54178,"10400","PEMT","phosphatidylethanolamine N-methyltransferase"
"ILMN_1813455","ILMN_1813455",0.00567265894145122,6.0200669730192e-06,6.36167057630476,-3.43309568446494,57.9063644444445,"3431","SP110","SP110 nuclear body protein"
"ILMN_1655348","ILMN_1655348",0.00577620151725355,6.40933156221412e-06,6.32989257644228,-3.43720802039475,436.072436666667,"2825","GPR1","G protein-coupled receptor 1"
"ILMN_1669052","ILMN_1669052",0.00577620151725355,7.32172353248552e-06,-6.26261860789871,-3.44602983398911,-86.2099277777777,"80131","LRRC8E","leucine rich repeat containing 8 family member E"
"ILMN_1810915","ILMN_1810915",0.00577620151725355,7.46037789150889e-06,-6.25316029701181,-3.44728288100651,-127.792531111111,"2166","FAAH","fatty acid amide hydrolase"
"ILMN_1670054","ILMN_1670054",0.00577620151725355,7.5796018444762e-06,6.2451716393554,-3.44834369397517,6087.18800222222,"7077","TIMP2","TIMP metallopeptidase inhibitor 2"
"ILMN_1726589","ILMN_1726589",0.00577620151725355,7.81604269388054e-06,-6.22970610747628,-3.45040379916655,-5139.86140777778,"57124","CD248","CD248 molecule"
"ILMN_1810100","ILMN_1810100",0.00577620151725355,7.96732223935531e-06,6.22006262152416,-3.45169268198696,2503.08446666667,"5090","PBX3","PBX homeobox 3"
"ILMN_1674236","ILMN_1674236",0.00577620151725355,8.10231649094988e-06,-6.21161574246629,-3.45282436243663,-4325.12067111111,"3315","HSPB1","heat shock protein family B (small) member 1"
"ILMN_1692398","ILMN_1692398",0.00577620151725355,8.55844471148233e-06,-6.18411429770929,-3.45652661847379,-725.85358,"8506","CNTNAP1","contactin associated protein 1"
"ILMN_1754076","ILMN_1754076",0.00577620151725355,9.55788864807456e-06,6.12880642908823,-3.46405490464841,110.970857777778,"55799","CACNA2D3","calcium voltage-gated channel auxiliary subunit alpha2delta 3"
"ILMN_1751879","ILMN_1751879",0.00577620151725355,9.57598264486011e-06,6.12786110689301,-3.4641845453289,1086.77851444444,"3290","HSD11B1","hydroxysteroid 11-beta dehydrogenase 1"
"ILMN_1724277","ILMN_1724277",0.00577620151725355,9.63003328896147e-06,-6.12504817730817,-3.46457050132702,-907.686376666667,"5980","REV3L","REV3 like, DNA directed polymerase zeta catalytic subunit"
"ILMN_1697491","ILMN_1697491",0.00577620151725355,9.737500830601e-06,6.11950343109434,-3.46533213167924,530.480614444445,"79899","PRR5L","proline rich 5 like"
"ILMN_1717909","ILMN_1717909",0.00577620151725355,9.74044957176205e-06,-6.11935218437637,-3.46535292280791,-686.049912222222,"55107","ANO1","anoctamin 1"
"ILMN_1796464","ILMN_1796464",0.00577620151725355,1.03747170202593e-05,6.08787233847717,-3.46969858335847,163.031848888889,"22884","WDR37","WD repeat domain 37"
"ILMN_1679324","ILMN_1679324",0.00577620151725355,1.08328384395302e-05,6.06634744507538,-3.472691046622,1578.86443666667,"10289","EIF1B","eukaryotic translation initiation factor 1B"
"ILMN_1713807","ILMN_1713807",0.00577620151725355,1.09095593877557e-05,6.06283478912578,-3.47318101751603,508.623221111111,"57134","MAN1C1","mannosidase alpha class 1C member 1"
"ILMN_1692260","ILMN_1692260",0.00577620151725355,1.11723931867754e-05,6.05099146799124,-3.47483639047698,210.76063,"4097","MAFG","MAF bZIP transcription factor G"
"ILMN_1657955","ILMN_1657955",0.00577620151725355,1.12207179827599e-05,6.04884528324205,-3.47513692732705,71.8889444444444,"91010","FMNL3","formin like 3"
"ILMN_1678535","ILMN_1678535",0.00577620151725355,1.13593224273458e-05,-6.0427421640171,-3.47599250448319,-5334.47939111111,"2099","ESR1","estrogen receptor 1"
"ILMN_1748481","ILMN_1748481",0.00577620151725355,1.15170345061864e-05,-6.03589050817848,-3.47695467345866,-96.0819588888889,"147007","TMEM199","transmembrane protein 199"
"ILMN_1785797","ILMN_1785797",0.00577620151725355,1.19148990008062e-05,6.01902714455499,-3.47933025629294,134.720931111111,"55785","FGD6","FYVE, RhoGEF and PH domain containing 6"
"ILMN_1711807","ILMN_1711807",0.00577620151725355,1.21046092042739e-05,-6.0111899145953,-3.4804379373826,-102.89364,"23284","ADGRL3","adhesion G protein-coupled receptor L3"
"ILMN_1912185","ILMN_1912185",0.00577620151725355,1.23236478791939e-05,6.00229726054056,-3.48169758619845,2015.27818111111,"10082","GPC6","glypican 6"
"ILMN_1813753","ILMN_1813753",0.00577620151725355,1.26101284222061e-05,-5.99090965124965,-3.48331500076291,-306.453478888889,"5764","PTN","pleiotrophin"
"ILMN_1671464","ILMN_1671464",0.00577620151725355,1.34486639314247e-05,-5.95905172724875,-3.48786595664665,-45.4274022222222,"685","BTC","betacellulin"
"ILMN_1783247","ILMN_1783247",0.00577620151725355,1.35089672210859e-05,5.95684024058487,-3.48818330279268,288.402913333334,"83938","C10orf11","chromosome 10 open reading frame 11"
"ILMN_1682332","ILMN_1682332",0.00577620151725355,1.36439105171545e-05,5.95192817633056,-3.48888884613826,1664.22036444444,"2995","GYPC","glycophorin C (Gerbich blood group)"
"ILMN_1795055","ILMN_1795055",0.00577620151725355,1.36935843748679e-05,5.95013261100591,-3.48914698153759,103.564905555556,"81543","LRRC3","leucine rich repeat containing 3"
"ILMN_1670787","ILMN_1670787",0.00577620151725355,1.40190794503481e-05,5.93853065503561,-3.49081787989275,314.039275555555,"5218","CDK14","cyclin dependent kinase 14"
"ILMN_1669888","ILMN_1669888",0.00577620151725355,1.40937666993507e-05,5.93590770512121,-3.49119634733565,85.2658466666666,"1475","CSTA","cystatin A"
"ILMN_1673871","ILMN_1673871",0.00577620151725355,1.44209245673693e-05,-5.9245847055781,-3.49283317810707,-4503.83428666667,"4072","EPCAM","epithelial cell adhesion molecule"
"ILMN_1754635","ILMN_1754635",0.00577620151725355,1.46232379744557e-05,-5.91771442671214,-3.49382873183871,-492.693344444444,"92359","CRB3","crumbs 3, cell polarity complex component"
"ILMN_1796925","ILMN_1796925",0.00577620151725355,1.47720565066344e-05,-5.9127230510311,-3.49455315744797,-1429.58035333333,"1525","CXADR","coxsackie virus and adenovirus receptor"
"ILMN_1679262","ILMN_1679262",0.00577620151725355,1.51722683273628e-05,5.89955299581121,-3.49646920886904,13892.3449111111,"1809","DPYSL3","dihydropyrimidinase like 3"
"ILMN_1748538","ILMN_1748538",0.00577620151725355,1.52434482095795e-05,-5.89724819822512,-3.49680521182223,-7404.36933777778,"8854","ALDH1A2","aldehyde dehydrogenase 1 family member A2"
"ILMN_1801697","ILMN_1801697",0.00577620151725355,1.55416528184005e-05,-5.88771152354914,-3.49819769185777,-151.100115555556,"163183","SYNE4","spectrin repeat containing nuclear envelope family member 4"
